etalab;finess;nom;;;;departement;region;ville;telephone;categorie;adresse
90004474;90781774;USLD BELLISSEN CHIVA;9;AV;JEAN MONNET;9;ARIEGE;09000 FOIX;561968516;Etablissement de Soins Longue Durée;9 AV JEAN MONNET
90004490;90004656;MAISON DE SANTE PLURIPROFESSIONNELLE LE FOSSAT;2;RTE;DE TOULOUSE;9;ARIEGE;09130 LE FOSSAT;561685003;Maison de santé (L.6223-3);2 RTE DE TOULOUSE
90004516;90004730;MAISON DE SANTE PLURIDISCIPLINAIRE DU MAS;12;R;BERNARD SAISSET;9;ARIEGE;09100 PAMIERS;661606088;Maison de santé (L.6223-3);12 R BERNARD SAISSET
90004532;90004664;MSP LAROQUE D'OLMES-PAYS D'OLMES;2;R;PIERRE SEMARD;9;ARIEGE;09600 LAROQUE D OLMES;809541919;Maison de santé (L.6223-3);2 R PIERRE SEMARD
90004540;750806606;CENTRE PROVISOIRE D'HEBERGEMENT FRANCE HORIZON;;QUA;DE LA GARE;9;ARIEGE;09000 FOIX;561649997;Centre Provisoire Hébergement (C.P.H.);QUA DE LA GARE
90004565;90004557;MAISON DE SANTE DU PLANTAUREL;3;ALL;DES ECOLIERS;9;ARIEGE;09000 ST JEAN DE VERGES;;Maison de santé (L.6223-3);3 ALL DES ECOLIERS
90004573;110005634;LBM CERBALLIANCE LANGUEDOC SAVERDUN;1;R;LOUIS PASTEUR;9;ARIEGE;09700 SAVERDUN;;Laboratoire de Biologie Médicale;1 R LOUIS PASTEUR
90004599;90004771;MAISON DE SANTE PLURIPROFESSIONNELLE DE SAINT GIRONS;;PL;JEAN IBANES;9;ARIEGE;09200 ST GIRONS;;Maison de santé (L.6223-3);PL JEAN IBANES
90004615;90004789;MAISON DE SANTE MULTISITE DE L ARIZE;;R;DU TEMPLE;9;ARIEGE;09290 LE MAS D AZIL;;Maison de santé (L.6223-3);R DU TEMPLE
90004631;90004722;MAISON DE SANTE PLURIPROFESSIONNELLE VALLEE DE LA LEZE;8;BD;DE LA VICTOIRE;9;ARIEGE;09210 LEZAT SUR LEZE;561693078;Maison de santé (L.6223-3);8 BD DE LA VICTOIRE
90004649;320005200;SAAD MP3S ARIEGE;;ALL;DE VILOTTE;9;ARIEGE;09000 FOIX;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);ALL DE VILOTTE
90004680;90004672;MAISON DE SANTE PLURIPROFESSIONNELLE DES PORTES D'ARIEGE;3;R;LOUIS PASTEUR;9;ARIEGE;09700 SAVERDUN;;Maison de santé (L.6223-3);3 R LOUIS PASTEUR
90004714;90004821;MAISON DE SANTE PLURIPROFESSIONNELLE GASTON FEBUS;18;R;GASTON DE FOIX;9;ARIEGE;09100 ST JEAN DU FALGA;534012050;Maison de santé (L.6223-3);18 R GASTON DE FOIX
90004755;90004748;;7;R;DES MOULINS;9;ARIEGE;09000 FOIX;;Communautés professionnelles territoriales de santé (CPTS);7 R DES MOULINS
90004797;90000654;;;;;9;ARIEGE;09000 FOIX;;Résidences autonomie;
90004813;90004805;MAISON DE SANTE PLURIPROFESSIONNELLE DE VARILHES;16;AV;DES PYRENEES;9;ARIEGE;09120 VARILHES;561675554;Maison de santé (L.6223-3);16 AV DES PYRENEES
90004839;310034392;CENTRE DE SANTÉ DE MA REGION - SAINTE CROIX VOLVESTRE;;;;9;ARIEGE;09230 STE CROIX VOLVESTRE;;Centre de Santé;
90004847;90002825;;7;CHE;DU STADE;9;ARIEGE;09330 MONTGAILLARD;;Service d'Éducation Spéciale et de Soins à Domicile;7 CHE DU STADE
90780131;90000043;"EHPAD ""RESIDENCE LOUISE DE ROQUELAURE"" - MIREPOIX";22;R;MONSEIGNEUR DE CAMBON;9;ARIEGE;09500 MIREPOIX;561679700;Etablissement d'hébergement pour personnes âgées dépendantes;22 R MONSEIGNEUR DE CAMBON
90780149;90004466;RESIDENCE COUSERANS PYRENEES SITE ERCE;;;LE VILLAGE;9;ARIEGE;09140 ERCE;561668344;Etablissement d'hébergement pour personnes âgées dépendantes;LE VILLAGE
90780156;90003815;"EHPAD ""LE CLOS DU RAUNIER"" - MAZERES (PUBLIQUE)";;CHE;DE TREMOUL;9;ARIEGE;09270 MAZERES;561694245;Etablissement d'hébergement pour personnes âgées dépendantes;CHE DE TREMOUL
90780164;90782160;INSTITUT MEDICO EDUCATIF DE SAINT JEAN DU FALGA;4;R;JEAN ARMAING;9;ARIEGE;09100 ST JEAN DU FALGA;561680056;Institut Médico-Educatif (I.M.E.);4 R JEAN ARMAING
90780172;90000076;MAISON D'ENFANTS A CARACTERE SOCIAL JEANNE PETITE;;HAM;JEANNE PETITE;9;ARIEGE;09700 SAVERDUN;561603002;Maison d'Enfants à Caractère Social;HAM JEANNE PETITE
90780180;90784042;LOUMET INTER GENERATIONS - MAISON ENFANTS À CARACTÈRE SOCIAL;7;R;DE LOUMET;9;ARIEGE;09100 PAMIERS;561679400;Maison d'Enfants à Caractère Social;7 R DE LOUMET
90780198;90784380;CENTRE D'HEBERGEMENT ET DE READAPTATION SOCIALE;12;R;SAINT ABDON;9;ARIEGE;09270 MAZERES;534020190;Centre Hébergement & Réinsertion Sociale (C.H.R.S.);12 R SAINT ABDON
90780347;90002825;INSTITUT MEDICO EDUCATIF SAINT JACQUES;34;COUR;ST JACQUES;9;ARIEGE;09600 LERAN;561050280;Institut Médico-Educatif (I.M.E.);34 COUR ST JACQUES
90780354;90784307;INSTITUT MEDICO EDUCATIF DE LA VERGNIERE;;;;9;ARIEGE;09000 L HERM;534098409;Institut Médico-Educatif (I.M.E.);
90780362;90003815;"EHPAD ""RESIDENCE DU VERT COTEAU"" - SAVERDUN";12;RTE;DE LA GARE;9;ARIEGE;09700 SAVERDUN;561603142;Etablissement d'hébergement pour personnes âgées dépendantes;12 RTE DE LA GARE
90780388;90002825;CENTRE MEDICO PSYCHO PEDAGOGIQUE;18;ALL;DE VILLOTE;9;ARIEGE;09000 FOIX;561652100;Centre Médico-Psycho-Pédagogique (C.M.P.P.);18 ALL DE VILLOTE
90780461;90001678;"EHPAD ""RESIDENCE A. DE SAINT EXUPERY"" -  FABAS";;PL;DE LA HALLE;9;ARIEGE;09230 FABAS;561964061;Etablissement d'hébergement pour personnes âgées dépendantes;PL DE LA HALLE
90781477;90781774;"EHPAD ""BELLISSEN"" FOIX CHI DU VAL D'ARIEGE";9;AV;JEAN MONNET;9;ARIEGE;09000 FOIX;561968660;Etablissement d'hébergement pour personnes âgées dépendantes;9 AV JEAN MONNET
90781527;90781774;INSTITUT DE FORMATION CH VAL D'ARIEGE;10;R;SAINT VINCENT;9;ARIEGE;09100 PAMIERS;561609096;Ecoles Formant aux Professions Sanitaires;10 R SAINT VINCENT
90781535;90781816;EHPAD CHAC SAINT GIRONS;;BD;NOEL PEYREVIDAL;9;ARIEGE;09200 ST GIRONS;561962104;Etablissement d'hébergement pour personnes âgées dépendantes;BD NOEL PEYREVIDAL
90781543;90781774;EX (EHPAD LAVELANET-RESIDENCE DE TOUYRE);;;PRAIRIE DE MADAME;9;ARIEGE;09300 LAVELANET;561014651;Etablissement d'hébergement pour personnes âgées dépendantes;PRAIRIE DE MADAME
90781550;90782160;INSTITUT MEDICO EDUCATIF DE LEZAT/LEZE;;RTE;DE CASTAGNAC;9;ARIEGE;09210 LEZAT SUR LEZE;561691370;Institut Médico-Educatif (I.M.E.);RTE DE CASTAGNAC
90781576;90782160;ETABLISSMT ET SERVIC AIDE PAR LE TRAVAIL INDUSTRIEL L'ENVOL;1;CHE;DE LA PRAIRIE;9;ARIEGE;09100 PAMIERS;561609850;Etablissement et Service d'Aide par le Travail (E.S.A.T.);1 CHE DE LA PRAIRIE
90781634;310788609;"EHPAD ""SAINT JOSEPH"" - OUST";;IMP;SAINT JOSEPH;9;ARIEGE;09140 OUST;561040090;Etablissement d'hébergement pour personnes âgées dépendantes;IMP SAINT JOSEPH
90781642;90000142;"EHPAD ""RESIDENCE LE CHATEAU"" - VERNIOLLE";4;AV;DES MONTS D OLMES;9;ARIEGE;09340 VERNIOLLE;561680226;Etablissement d'hébergement pour personnes âgées dépendantes;4 AV DES MONTS D OLMES
90781717;90782160;FOYER D'HEBERGEMENT POUR HANDICAPES DE VARILHES;19;AV;DU 08 MAI 1945;9;ARIEGE;09120 VARILHES;561606482;Foyer Hébergement Adultes Handicapés;19 AV DU 08 MAI 1945
90781725;90782160;FOYER OCCUPATIONNEL RESIDENCE DE MONIE;1;CHE;DU BAC;9;ARIEGE;09100 ST JEAN DU FALGA;561680415;Foyer de Vie pour Adultes Handicapés;1 CHE DU BAC
90781766;640797395;EUROTHERMES;2;AV;TURREL;9;ARIEGE;09110 AX LES THERMES;561658660;Etablissement Thermal;2 AV TURREL
90781832;90002825;CENTRE D'ACTION MEDICO SOCIALE PRECOCE;1;R;SALVADOR ALLENDE;9;ARIEGE;09000 FOIX;561653455;Centre Action Médico-Sociale Précoce (C.A.M.S.P.);1 R SALVADOR ALLENDE
90781840;90782186;SERVICE DE SOINS INFIRMIERS A DOMICILE POUR PERSONNES AGEES;;;;9;ARIEGE;09600 LA BASTIDE SUR L HERS;561014396;Service de Soins Infirmiers A Domicile (S.S.I.A.D);
90781956;90782160;FOYER D'HEBERGEMENT POUR HANDICAPES;;R;ASTRONOME VIDAL;9;ARIEGE;09500 MIREPOIX;561681569;Foyer Hébergement Adultes Handicapés;R ASTRONOME VIDAL
90781964;90781774;EHPAD LE BARIOL CHI VAL D'ARIEGE PAMIERS;1;CHE;DE CAILLOUP;9;ARIEGE;09100 PAMIERS;561609077;Etablissement d'hébergement pour personnes âgées dépendantes;1 CHE DE CAILLOUP
90781980;90782186;CENTRE DE SOINS INFIRMIERS;;;;9;ARIEGE;09600 LA BASTIDE SUR L HERS;561014396;Centre de Santé;
90781998;90783010;"EHPAD ""RESIDENCE SERVAT"" - MASSAT";;AV;DE L'EUROPE;9;ARIEGE;09320 MASSAT;561040200;Etablissement d'hébergement pour personnes âgées dépendantes;AV DE L'EUROPE
90782038;90782160;ETABLISSMT ET SERV D'AIDE PAR LE TRAVAIL DE VARILHES;;ZAC;DE BIGORRE;9;ARIEGE;09120 VARILHES;561677164;Etablissement et Service d'Aide par le Travail (E.S.A.T.);ZAC DE BIGORRE
90782061;90782178;SERVICE DE SOINS INFIRMIERS A DOMICILE POUR PERSONNES AGEES;9;AV;JEAN MONNET;9;ARIEGE;09000 FOIX;534093070;Service de Soins Infirmiers A Domicile (S.S.I.A.D);9 AV JEAN MONNET
90782095;90782160;MAISON D'ACCUEIL SPECIALISEE DE BENAGUES;5;RTE;DE GUILHOT;9;ARIEGE;09100 BENAGUES;561679808;Maison d'Accueil Spécialisée (M.A.S.);5 RTE DE GUILHOT
90782228;90000209;"EHPAD ""LE SAPIN D'OR"" - BELESTA";;AV;DE LAVELANET;9;ARIEGE;09300 BELESTA;561016601;Etablissement d'hébergement pour personnes âgées dépendantes;AV DE LAVELANET
90782236;90782335;INSTITUT MEDICO EDUCATIF PIERRE BARDOU;14;AV;DES PYRENEES;9;ARIEGE;09200 EYCHEIL;561666503;Institut Médico-Educatif (I.M.E.);14 AV DES PYRENEES
90782277;90784042;SERVICE DE SOINS INFIRMIERS A DOMICILE POUR PERSONNES AGEES;5;R;DE LA MATERNITE;9;ARIEGE;09100 PAMIERS;534013785;Service de Soins Infirmiers A Domicile (S.S.I.A.D);5 R DE LA MATERNITE
90782285;90002619;"EHPAD ""RESIDENCE LE PARC"" - LEZAT SUR LEZE";;;;9;ARIEGE;09210 LEZAT SUR LEZE;561691112;Etablissement d'hébergement pour personnes âgées dépendantes;
90782293;90782186;LOGEMENTS FOYER POUR PERSONNES AGEES AUTONOMES LES PAVILLONS;;;VILLAGE;9;ARIEGE;09600 LA BASTIDE SUR L HERS;561014396;Résidences autonomie;VILLAGE
90782301;90782160;FOYER D'HEBERGEMENT POUR HANDICAPES;7;R;DE L'ABBAYE;9;ARIEGE;09210 LEZAT SUR LEZE;561673896;Foyer Hébergement Adultes Handicapés;7 R DE L'ABBAYE
90782327;90782335;FOYER D'HEBERGEMENT POUR HANDICAPES;;;;9;ARIEGE;09120 MONTEGUT PLANTAUREL;561053939;Foyer Hébergement Adultes Handicapés;
90782343;90004763;RESIDENCE JULES ROUSSE;;;LAFRAU HAUT;9;ARIEGE;09400 TARASCON SUR ARIEGE;561050858;Etablissement d'hébergement pour personnes âgées dépendantes;LAFRAU HAUT
90782350;90004011;CENTRE DE CURE THERMALE D'AULUS LES BAINS;;;;9;ARIEGE;09140 AULUS LES BAINS;;Etablissement Thermal;
90782368;90004763;SSIAD RESIDENCE JULES ROUSSE;8;QUA;DE L'AYROULE;9;ARIEGE;09400 TARASCON SUR ARIEGE;561641799;Service de Soins Infirmiers A Domicile (S.S.I.A.D);8 QUA DE L'AYROULE
90782392;90000258;SERVICE DE SOINS INFIRMIERS A DOMICILE POUR PERSONNES AGEES;;ALL;DE MARVEILLE;9;ARIEGE;09350 LES BORDES SUR ARIZE;561699494;Service de Soins Infirmiers A Domicile (S.S.I.A.D);ALL DE MARVEILLE
90782566;90000266;SAAD ARIEGE SERVICE;20;R;DU LT PAUL DELPECH;9;ARIEGE;09000 FOIX;561028200;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);20 R DU LT PAUL DELPECH
90782616;90782517;"EHPAD ""RESIDENCE G.PEDOYA"" - LA BASTIDE SEROU";;;;9;ARIEGE;09240 LA BASTIDE DE SEROU;561645188;Etablissement d'hébergement pour personnes âgées dépendantes;
90782624;90782525;"EHPAD ""RESIDENCE PAUL ANE"" - SEIX";16;;QUARTIER PAUL ANE;9;ARIEGE;09140 SEIX;561668535;Etablissement d'hébergement pour personnes âgées dépendantes;16 QUARTIER PAUL ANE
90782707;90180019;"EHPAD ""LE CLOS DES BAINS"" - CH SAINT LOUIS";;PL;DU BREILH;9;ARIEGE;09110 AX LES THERMES;561022402;Etablissement d'hébergement pour personnes âgées dépendantes;PL DU BREILH
90782715;310788104;SSIAD DES CANTONS DE ST GIRONS ET DE ST LIZIER;8;ALL;DES TILLEULS;9;ARIEGE;09200 ST GIRONS;561663440;Service de Soins Infirmiers A Domicile (S.S.I.A.D);8 ALL DES TILLEULS
90782756;90784331;CENTRE DE PLANIFICATION ET D'EDUCATION FAMILIALE FOIX;9;R;DU LIEUTENANT PAUL DELPECH;9;ARIEGE;09000 FOIX;561050610;Centre Planification ou Education Familiale;9 R DU LIEUTENANT PAUL DELPECH
90782764;90784331;CENTRE DE PLANIFICATION OU D'EDUCATION FAMILIALE PAMIERS;;PL;DE MARCADAL;9;ARIEGE;09100 PAMIERS;561606220;Centre Planification ou Education Familiale;PL DE MARCADAL
90782772;90784331;CENTRE DE PLANIFICATION OU D'EDUCATION FAMILIALE ST GIRONS;22;R;PETITE VILLEFRANCHE;9;ARIEGE;09200 ST GIRONS;561040141;Centre Planification ou Education Familiale;22 R PETITE VILLEFRANCHE
90782806;90782798;"EHPAD ""RESIDENCE LA MADRAGUE"" -  LE FOSSAT";;;;9;ARIEGE;09130 LE FOSSAT;561689898;Etablissement d'hébergement pour personnes âgées dépendantes;
90782954;90782160;FOYER D'HEBERGEMENT POUR ADULTES HANDICAPES;11;PL;DU MARCHE AUX BOEUFS;9;ARIEGE;09100 PAMIERS;561605378;Foyer Hébergement Adultes Handicapés;11 PL DU MARCHE AUX BOEUFS
90782970;90004466;RESIDENCE COUSERANS SAINT LIZIER - SITE SAINT LIZIER;1;R;HECTOR D'OSSUN;9;ARIEGE;09190 ST LIZIER;561962900;Etablissement d'hébergement pour personnes âgées dépendantes;1 R HECTOR D'OSSUN
90783101;90784232;FOYER PYRENE;;RTE;NATIONALE 117;9;ARIEGE;09160 PRAT BONREPAUX;561961965;Maison d'Enfants à Caractère Social;RTE NATIONALE 117
90783259;90783242;EHPAD GASTON DE FOIX KORIAN;;FG;CARDINAL D'ESTE;9;ARIEGE;09270 MAZERES;561693880;Etablissement d'hébergement pour personnes âgées dépendantes;FG CARDINAL D'ESTE
90783267;90783044;CENTRE D'ACTION EDUCATIVE FOIX;7;AV;DE LERIDA;9;ARIEGE;09000 FOIX;561653103;Centre d'Action Educative (C.A.E.);7 AV DE LERIDA
90783283;90000266;"EHPAD ""RESIDENCE DES 4 VALLES"" - CASTILLON EN COUSERANS";;AV;PEYREVIDAL;9;ARIEGE;09800 CASTILLON EN COUSERANS;561967534;Etablissement d'hébergement pour personnes âgées dépendantes;AV PEYREVIDAL
90783341;90783333;"EHPAD ""L'ESTELAS"" - PRAT BONREPAUX";;RTE;NATIONALE;9;ARIEGE;09160 PRAT BONREPAUX;561966660;Etablissement d'hébergement pour personnes âgées dépendantes;RTE NATIONALE
90783366;90783358;FOYER DE JEUNES TRAVAILLEURS;16;R;NOEL PEYREVIDAL;9;ARIEGE;09000 FOIX;561650904;Autre Résidence Sociale (hors Maison Relais, Pension de Fami;16 R NOEL PEYREVIDAL
90783374;90000266;SERVICE DE SOINS INFIRMIERS A DOMICILE POUR PERSONNES AGEES;61;BD;PEYREVIDAL;9;ARIEGE;09800 CASTILLON EN COUSERANS;561961491;Service de Soins Infirmiers A Domicile (S.S.I.A.D);61 BD PEYREVIDAL
90783473;90781816;CMP PAMIERS CH ARIEGE COUSERANS;4;CHE;DE CAILLOUP;9;ARIEGE;09100 PAMIERS;561962860;Centre Médico-Psychologique (C.M.P.);4 CHE DE CAILLOUP
90783481;90782335;FOYER D'ACCUEIL MEDICALISE DU CARLA BAYLE;;;;9;ARIEGE;09130 CARLA BAYLE;561690200;Foyer d'Accueil Médicalisé pour Adultes Handicapés (F.A.M.);
90783531;90782160;SERVICE DE SOINS ET D'EDUCATION SPECIALISEE A DOMICILE;48;AV;DE LA RIJOLE;9;ARIEGE;09100 PAMIERS;561600856;Service d'Éducation Spéciale et de Soins à Domicile;48 AV DE LA RIJOLE
90783812;90783804;"CENTRE DE PLACEMENT FAMILIAL SPECIALISE""LE MOULIN DES PRES""";;RTE;DE CAZERE;9;ARIEGE;09230 STE CROIX VOLVESTRE;561960793;Centre Placement Familial Socio-Educatif (C.P.F.S.E.);RTE DE CAZERE
90783820;90782335;MAISON D'ENFANTS A CARACTERE SOCIAL CISELL;;PL;MARECHAL DE LATTRE;9;ARIEGE;09300 LAVELANET;561010301;Maison d'Enfants à Caractère Social;PL MARECHAL DE LATTRE
90783846;90783838;"EHPAD ""RESIDENCE DE LA VALLEE DU VOLP"" - STE CROIX VOLVESTRE";;RTE;DE CAZERES;9;ARIEGE;09230 STE CROIX VOLVESTRE;561962200;Etablissement d'hébergement pour personnes âgées dépendantes;RTE DE CAZERES
90783937;90783929;MAISON D'ENFANTS A CARACTERE SOCIAL LA PLANTE;;R;DE CAZERES;9;ARIEGE;09230 FABAS;561662677;Maison d'Enfants à Caractère Social;R DE CAZERES
90783945;90781816;EHPAD MRS DU CENTRE HOSP ARIEGE COUSERANS - ST GIRONS;;;;9;ARIEGE;09190 ST LIZIER;561962000;Etablissement d'hébergement pour personnes âgées dépendantes;
90783952;90781774;SSIAD CH LAVELANET;;;PRAIRIE DE MADAME;9;ARIEGE;09300 LAVELANET;561010561;Service de Soins Infirmiers A Domicile (S.S.I.A.D);PRAIRIE DE MADAME
90783994;90784307;ETABL ET SERV D'AIDE PAR LE TRAVAIL A CARACTERE INDUSTRIEL;71;R;JEAN JAURES;9;ARIEGE;09300 LAVELANET;561036150;Etablissement et Service d'Aide par le Travail (E.S.A.T.);71 R JEAN JAURES
90784059;90784042;FOYER DE JEUNES TRAVAILLEURS;7;R;DE LOUMET;9;ARIEGE;09100 PAMIERS;561679400;Foyer de Jeunes Travailleurs (résidence sociale ou non);7 R DE LOUMET
90784067;90784042;LOGEMENT FOYER POUR PERSONNES AGEES;7;R;DE LOUMET;9;ARIEGE;09102 PAMIERS CEDEX;561679400;Résidences autonomie;7 R DE LOUMET
90784091;90782160;FOYER D'ACCUEIL MEDICALISE DE GUILHOT;;;;9;ARIEGE;09100 BENAGUES;561679811;Foyer d'Accueil Médicalisé pour Adultes Handicapés (F.A.M.);
90784109;90002825;CENTRE D'ACTION MEDICO SOCIALE PRECOCE;;R;DE LA MATERNITE;9;ARIEGE;09100 PAMIERS;561600490;Centre Action Médico-Sociale Précoce (C.A.M.S.P.);R DE LA MATERNITE
90784117;90000266;SERVICE DE SOINS INFIRMIERS A DOMICILE POUR PERSONNES AGEES;3;R;PRINCIPALE;9;ARIEGE;09250 LUZENAC;561644210;Service de Soins Infirmiers A Domicile (S.S.I.A.D);3 R PRINCIPALE
90784125;310000633;AAIR UAD LAVELANET;41;R;ALSCACE LORRAINE;9;ARIEGE;09300 LAVELANET;561161100;Structure d'Alternative à la dialyse en centre;41 R ALSCACE LORRAINE
90784166;810099903;CENTRE DE SANTE DENTAIRE MUTUALISTE - FOIX;;RTE;D'ESPAGNE;9;ARIEGE;09000 FOIX;534093446;Centre de Santé;RTE D'ESPAGNE
90784174;90782335;ETABL ET SERV D'AIDE PAR LE TRAVAIL VIE PROFESSIONNELLE;;;;9;ARIEGE;09160 MERCENAC;561966830;Etablissement et Service d'Aide par le Travail (E.S.A.T.);
90784182;310789136;CENTRE DE CONSULTATION AVANCEE CONTRE LE CANCER;18;ALL;DE VILOTTE;9;ARIEGE;09000 FOIX;561054040;Centre de Consultations Cancer;18 ALL DE VILOTTE
90784190;310789136;CENTRE DE CONSULTATIONS AVANCEES CONTRE LE CANCER;1;PL;ST VINCENT;9;ARIEGE;09100 PAMIERS;561609090;Centre de Consultations Cancer;1 PL ST VINCENT
90784265;90782335;FOYER D'HEBERGEMENT POUR ADULTES HANDICAPES;39;AV;HENRI BERNERE;9;ARIEGE;09200 ST GIRONS;561048595;Foyer Hébergement Adultes Handicapés;39 AV HENRI BERNERE
90784349;90784331;SERVICE DEPARTEMENTAL DE PMI;;;;9;ARIEGE;09001 FOIX CEDEX;561020909;Protection Maternelle et Infantile (P.M.I.);
90784356;90784307;INSTITUT THERAP EDUC PEDAGOG DE LA VERGNIERE;;CHT;DE LA VERGNIERE;9;ARIEGE;09004 FOIX CEDEX;534098404;Institut Thérapeutique Éducatif et Pédagogique (I.T.E.P.);CHT DE LA VERGNIERE
90784372;90782335;ITEP APAJH09;;R;PIERRE BROSSOLETTE;9;ARIEGE;09200 ST GIRONS;561661818;Institut Thérapeutique Éducatif et Pédagogique (I.T.E.P.);R PIERRE BROSSOLETTE
90784471;90782517;SSIAD DE LA BASTIDE DE SEROU;;;;9;ARIEGE;09240 LA BASTIDE DE SEROU;561645188;Service de Soins Infirmiers A Domicile (S.S.I.A.D);
90784521;90781816;CMP ADULTES LAVELANET CHAC;14;R;DES HIRONDELLES;9;ARIEGE;09300 LAVELANET;581091430;Centre Médico-Psychologique (C.M.P.);14 R DES HIRONDELLES
90784554;90781816;HOPITAL DE JOUR PSY GENERALE PAMIERS CH ARIEGE COUSERAN;1;CHE;DE CAILLOUP;9;ARIEGE;09100 PAMIERS;561606666;Centre Hospitalier (C.H.);1 CHE DE CAILLOUP
90784570;90781816;CMP ADULTE FOIX HAUTE ARIEGE CHAC;18;ALL;DE VILLOTE;9;ARIEGE;09000 FOIX;581091420;Centre Médico-Psychologique (C.M.P.);18 ALL DE VILLOTE
90784596;90781816;CMP DU COUSERANS PIJ CHAC;;R;REGAGNON;9;ARIEGE;09200 ST GIRONS;561962168;Centre Médico-Psychologique (C.M.P.);R REGAGNON
90784604;90781816;CMP ENFANTS LAVELANET CH ARIEGE COUSERANS;14;R;DES HIRONDELLES;9;ARIEGE;09300 LAVELANET;581091431;Centre Médico-Psychologique (C.M.P.);14 R DES HIRONDELLES
90784638;90781816;CATTP ORRY PIJ ST GIRONS CHAC;3;AV;PAUL LAFFONT;9;ARIEGE;09200 ST GIRONS;;Centre d'Accueil Thérapeutique à temps partiel (C.A.T.T.P.);3 AV PAUL LAFFONT
90784679;310000633;AAIR UAD UDM SAINT LIZIER CLINIQUE DES ROZES;;PAV;JANET;9;ARIEGE;09190 ST LIZIER;561161100;Structure d'Alternative à la dialyse en centre;PAV JANET
90784711;90784042;ETABLISSEMENT D'ACCUEIL MERE-ENFANTS;7;R;DE LOUMET;9;ARIEGE;09100 PAMIERS;561679400;Etablissement d'Accueil Mère-Enfant;7 R DE LOUMET
90784737;90784380;ASSOCIATION HERISSON-BELLOR CENTRE PARENTAL;12;R;SAINT-ABDON;9;ARIEGE;09270 MAZERES;534020190;Etablissement d'Accueil Mère-Enfant;12 R SAINT-ABDON
100000025;100005651;CENTRE MÉDICO PSYCHO PÉDAGOGIQUE DE TROYES;20;R;COULOMMIERES;10;AUBE;10000 TROYES;325734322;Centre Médico-Psycho-Pédagogique (C.M.P.P.);20 R COULOMMIERES
100000066;100006279;EHPAD  L'ILE OLIVE ET LES MOULINS DE NOGENT;5;PL;ARISTIDE BRIAND;10;AUBE;10400 NOGENT SUR SEINE;325398708;Etablissement d'hébergement pour personnes âgées dépendantes;5 PL ARISTIDE BRIAND
100000082;100001148;;83;AV;JEAN JAURES;10;AUBE;10102 ROMILLY SUR SEINE CEDEX;325395503;Etablissement de Soins Chirurgicaux;83 AV JEAN JAURES
100000090;100000017;CENTRE HOSPITALIER DE TROYES;101;AV;ANATOLE FRANCE;10;AUBE;10003 TROYES CEDEX;325494949;Centre Hospitalier (C.H.);101 AV ANATOLE FRANCE
100000108;100000033;ETABLISSEMENT PUBLIC DE SANTE MENTALE DE L'AUBE;3;AV;BAUFFREMONT;10;AUBE;10500 BRIENNE LE CHATEAU;325923636;Centre Hospitalier Spécialisé lutte Maladies Mentales;3 AV BAUFFREMONT
100000116;100000041;;2;R;GASTON CHEQ;10;AUBE;10200 BAR SUR AUBE;325270997;Centre hospitalier, ex Hôpital local;2 R GASTON CHEQ
100000124;100009075;;17;R;BALTET;10;AUBE;10120 ST ANDRE LES VERGERS;826399923;Etablissement de Soins Pluridisciplinaire;17 R BALTET
100000140;100000058;;6;R;DU STADE;10;AUBE;10110 BAR SUR SEINE;325383803;Centre hospitalier, ex Hôpital local;6 R DU STADE
100000165;100001338;INSTITUT D'EDUCATION MOTRICE DE CHANTELOUP (IEM);11;R;DE CHANTELOUP;10;AUBE;10300 STE SAVINE;325712484;Institut d'éducation motrice;11 R DE CHANTELOUP
100000173;100005875;IME GAI SOLEIL;25;AV;MARTYRS DE LA RÉSISTANCE;10;AUBE;10000 TROYES;325704455;Institut Médico-Educatif (I.M.E.);25 AV MARTYRS DE LA RÉSISTANCE
100000199;100006279;CENTRE HOSPITALIER DE ROMILLY SUR SEINE;;AV;PAUL V COUTURIER;10;AUBE;10105 ROMILLY SUR SEINE CEDEX;325219600;Centre Hospitalier (C.H.);AV PAUL V COUTURIER
100000207;100005875;;21;R;ACHILLE FLAUBERT;10;AUBE;10510 MAIZIERES LA GRANDE PAROIS;325247226;Institut Médico-Educatif (I.M.E.);21 R ACHILLE FLAUBERT
100000215;100006832;;38;R;DU VILLAGE;10;AUBE;10260 MONTCEAUX LES VAUDES;325409282;Institut Médico-Educatif (I.M.E.);38 R DU VILLAGE
100000223;100005875;;8;R;DES FOSSES;10;AUBE;10190 MESNIL ST LOUP;325404264;Institut Médico-Educatif (I.M.E.);8 R DES FOSSES
100000231;100006063;;17;R;GASTON CHEQ;10;AUBE;10200 BAR SUR AUBE;325271000;Résidences autonomie;17 R GASTON CHEQ
100000249;100006071;ÉTABLISSEMENT D'HÉBERGEMENT POUR PERSONNES ÂGÉES DÉPENDANTES;18;R;DE LA TUILERIE;10;AUBE;10310 BAYEL;325920237;Etablissement d'hébergement pour personnes âgées dépendantes;18 R DE LA TUILERIE
100000272;100000322;CENTRE DE SANTE CHAPELAIN;42;AV;JEAN MOULIN;10;AUBE;10600 LA CHAPELLE ST LUC;325717063;Centre de Santé;42 AV JEAN MOULIN
